Sample_ID,Date,Year,Fieldwork_ID,Group,Gorilla_ID,Sex,Age_Class,Place,AM_PM,Mean_temp,Tourist_number_2d,Tourist_visit_2d,FGCMs_ng_g_wet
902,2018/10/20,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,AM,18.3,8,1,316.8911917
903,2018/10/20,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,AM,18.3,8,1,386.1337281
904,2018/10/20,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,18.3,8,1,378.1100419
905,2018/10/20,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,AM,18.3,8,1,196.7727609
906,2018/10/20,2018,Fieldwork_03,R,Kankwehe,F,Inf,Trail,PM,18.3,8,1,249.4942018
907,2018/10/20,2018,Fieldwork_03,R,Masanyu,M,Inf,Trail,PM,18.3,8,1,335.396003
908,2018/10/22,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,18.38333333,12,2,61.11621799
909,2018/10/22,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,18.38333333,12,2,123.0203546
910,2018/10/22,2018,Fieldwork_03,R,Buzinza,F,AdF,Trail,AM,18.38333333,12,2,135.723353
911,2018/10/22,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,PM,18.38333333,12,2,95.8896914
912,2018/10/22,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,PM,18.38333333,12,2,110.8601445
913,2018/10/22,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,PM,18.38333333,12,2,127.3714161
914,2018/10/22,2018,Fieldwork_03,R,Kabunga,M,SAd,Trail,PM,18.38333333,12,2,108.6189538
915,2018/10/22,2018,Fieldwork_03,K,,,SAd,Nest,AM,18.38333333,0,0,112.22587
916,2018/10/22,2018,Fieldwork_03,K,,F,AdF,Nest,AM,18.38333333,0,0,232.8824688
917,2018/10/22,2018,Fieldwork_03,K,Mahane,M,SB,Nest,AM,18.38333333,0,0,200.9630116
918,2018/10/22,2018,Fieldwork_03,K,,F,AdF,Nest,AM,18.38333333,0,0,155.8152769
919,2018/10/22,2018,Fieldwork_03,K,Murinzi,M,BB,Nest,AM,18.38333333,0,0,151.6830816
920,2018/10/22,2018,Fieldwork_03,K,Ntabwoba,F,AdF,Nest,AM,18.38333333,0,0,137.9645437
921,2018/10/22,2018,Fieldwork_03,K,,,SAd,Nest,AM,18.38333333,0,0,158.0914861
922,2018/10/23,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,19.07083333,10,1,74.7034362
923,2018/10/23,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,AM,19.07083333,10,1,74.7034362
924,2018/10/23,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,19.07083333,10,1,53.07069381
925,2018/10/23,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,AM,19.07083333,10,1,115.9465966
926,2018/10/23,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,AM,19.07083333,10,1,98.07835413
927,2018/10/23,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,AM,19.07083333,10,1,90.91704968
928,2018/10/23,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,19.07083333,10,1,52.37032173
929,2018/10/23,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,19.07083333,10,1,90.35675202
930,2018/10/23,2018,Fieldwork_03,R,Kanywani,M,BB,Trail,PM,19.07083333,10,1,86.36463121
931,2018/10/23,2018,Fieldwork_03,R,Barekye,M,Inf,Trail,PM,19.07083333,10,1,147.6646969
932,2018/10/23,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,19.07083333,10,1,156.1391989
933,2018/10/23,2018,Fieldwork_03,M,Maraya,M,SB,Trail,AM,19.07083333,10,1,184.5743051
934,2018/10/23,2018,Fieldwork_03,M,Kisho,F,AdF,Trail,PM,19.07083333,10,1,163.7820092
935,2018/10/24,2018,Fieldwork_03,K,Mahane,M,SB,Nest,AM,19.15,0,0,123.5281243
936,2018/10/24,2018,Fieldwork_03,K,,F,AdF,Nest,AM,19.15,0,0,83.3880499
937,2018/10/24,2018,Fieldwork_03,K,Murinzi,M,BB,Nest,AM,19.15,0,0,97.87699715
938,2018/10/24,2018,Fieldwork_03,K,,F,AdF,Nest,AM,19.15,0,0,107.9536004
939,2018/10/24,2018,Fieldwork_03,K,,,SAd,Nest,AM,19.15,0,0,127.1087765
940,2018/10/24,2018,Fieldwork_03,K,Ntabwoba,F,AdF,Nest,AM,19.15,0,0,81.01553951
941,2018/10/24,2018,Fieldwork_03,K,,,SAd,Nest,AM,19.15,0,0,69.27555264
942,2018/10/24,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,19.15,9,1,67.40205734
943,2018/10/24,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,19.15,9,1,147.5543097
944,2018/10/24,2018,Fieldwork_03,R,Buzinza,F,AdF,Trail,PM,19.15,9,1,146.0593319
945,2018/10/25,2018,Fieldwork_03,R,Masanyu,M,Inf,Trail,AM,18.75416667,8,1,260.7054427
946,2018/10/25,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,PM,18.75416667,8,1,185.7977108
947,2018/10/25,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,PM,18.75416667,8,1,111.4599393
948,2018/10/25,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,PM,18.75416667,8,1,163.3917309
949,2018/10/25,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,PM,18.75416667,8,1,232.1420229
950,2018/10/26,2018,Fieldwork_03,M,Maraya,M,SB,Nest,AM,18.76666667,8,1,163.9523476
951,2018/10/26,2018,Fieldwork_03,M,Kikombe,F,AdF,Trail,AM,18.76666667,8,1,170.8012147
952,2018/10/26,2018,Fieldwork_03,M,Karungi,F,AdF,Trail,AM,18.76666667,8,1,286.1480962
953,2018/10/26,2018,Fieldwork_03,M,Twesiime,F,AdF,Trail,PM,18.76666667,8,1,334.6694698
954,2018/10/26,2018,Fieldwork_03,R,Nyampazi,F,AdF,Trail,AM,18.76666667,10,1,174.6507825
955,2018/10/26,2018,Fieldwork_03,R,Karembezi,M,BB,Trail,AM,18.76666667,10,1,135.5571128
956,2018/10/26,2018,Fieldwork_03,R,Kanywani,M,BB,Trail,PM,18.76666667,10,1,191.6654987
957,2018/10/26,2018,Fieldwork_03,R,Ruterana,F,AdF,Trail,PM,18.76666667,10,1,140.2382621
958,2018/10/26,2018,Fieldwork_03,R,Buzinza,F,AdF,Trail,PM,18.76666667,10,1,191.9925251
959,2018/10/27,2018,Fieldwork_03,R,Kabukojo,M,SB,Nest,AM,18.61666667,15,2,123.270264
960,2018/10/27,2018,Fieldwork_03,R,Kabukojo,M,SB,Trail,AM,18.61666667,15,2,175.2487737
961,2018/10/27,2018,Fieldwork_03,R,Kibande,F,AdF,Trail,AM,18.61666667,15,2,188.0495211
962,2018/10/27,2018,Fieldwork_03,R,Mitunu,F,AdF,Trail,PM,18.61666667,15,2,162.2798412
963,2018/10/27,2018,Fieldwork_03,R,Kanyindo,F,AdF,Trail,PM,18.61666667,15,2,113.7771549
964,2018/10/27,2018,Fieldwork_03,R,Munyana,F,AdF,Trail,PM,18.61666667,15,2,167.9140388
965,2018/10/27,2018,Fieldwork_03,R,Kanywani,M,BB,Trail,PM,18.61666667,15,2,122.8498014
